ID_caperpin;Title;Client_type;Age;Flag_e-mail_deposited;Flag_mobile_deposited;Number_contractual_relationships;Customer_for_years;Minimum_contract_term;Maximum_contract_term;Credit_rating_score;Credit_rating_traffic_light;Total_consumption;Open_item_amount;Flag_advertising_permission_e-mail;Flag_advertising_permission_post;Flag_advertising_permission_telephone;OptIn_data_protection_regulations;OptIn_newsletter;Vorteilswelt_customer_since;Factor_subsequent_payment;Flag_invoice_shock;Flag_cancellation;Sum_contribution_margin_2
301606;Herrn;N;86;0;0;4;14;-;-;-;-;31532,645;-;0;0;0;-;-;-;0,097151515;0;0;557,07812015
301611;Herrn;N;80;0;0;3;14;-;-;-;-;31235;-;0;0;0;-;-;-;-0,535839695;0;0;466,32097
301612;Herrn;N;-;0;0;3;14;-;-;-;-;14727,613;-;0;0;0;-;-;-;-2,173272727;0;0;-211,77441669
301617;Frau;N;66;0;0;2;13;-;-;-;-;12676,535;-;0;0;0;-;-;-;-0,551292517;0;0;272,68451845
301620;Frau;N;79;0;0;3;14;-;-;-;-;23050;-;0;0;0;-;-;-;-1;0;0;239,25266
301621;Frau;N;85;0;0;1;3;-;-;-;-;863,2;-;0;0;0;-;-;-;-3,85516129;0;0;47,726088
301624;Herrn;N;51;0;1;3;14;-;-;-;-;1457,119;-;0;0;0;-;-;-;-2,877234043;0;0;118,59343278
301626;Herrn;N;64;0;0;1;14;-;-;-;-;1145;-;0;0;0;-;-;-;-8,0202;0;0;47,89555
301627;Herrn;N;89;0;0;3;14;-;-;-;-;41212,637;-;0;0;0;-;-;-;-1,051906158;0;0;358,98934589
301629;Herrn;N;84;0;0;3;14;-;-;-;-;20651,421;-;0;0;0;-;-;-;-0,548814433;0;0;219,58784237
301631;Herrn;N;84;0;0;3;14;-;-;-;-;25983;-;0;0;0;-;-;-;-0,8092;0;0;419,16371
301633;Herrn;N;-;0;0;1;14;-;-;-;-;2747,1;-;0;0;0;-;-;-;-1,724675325;0;0;124,467689
301634;Herrn;N;90;0;0;3;14;-;-;-;-;25227;-;0;0;0;-;-;-;-0,601991342;0;0;408,15977
301636;Herrn;N;-;0;0;3;14;-;-;-;-;23107,2;-;0;0;0;-;-;-;-2,472244898;0;0;350,202848
301641;Frau;N;-;0;0;2;14;-;-;-;-;2082;-;0;0;0;-;-;-;-1,426986301;0;0;57,89676
301642;Herrn;N;76;0;0;3;14;-;-;-;-;20700,3;-;0;0;0;-;-;-;-1,483015075;0;0;224,314597
301644;Frau und Herrn;N;80;0;0;3;14;-;-;-;-;19402,861;-;0;0;0;-;-;-;-1,704234694;0;0;328,87419127
301646;Frau;N;82;0;0;3;14;-;-;-;-;7536,715;-;0;0;0;-;-;-;-4,038083333;0;0;145,14907755
301648;Frau;N;-;0;0;3;14;-;-;-;-;20229,407;-;0;0;0;-;-;-;-1,375659341;0;0;218,61911979
301649;Frau;N;79;0;0;3;14;-;-;-;-;26540,008;-;0;0;0;-;-;-;-1,631511628;0;0;280,86205976
301651;Herrn;N;81;0;0;3;14;-;-;-;-;22330,707;-;0;0;0;-;-;-;-3,439208333;0;0;219,57666579
301653;Herrn;N;65;1;0;3;14;-;-;-;-;38866,437;-;0;0;0;-;-;-;-2,24247619;0;0;290,24046229
301654;Frau;N;76;0;0;3;14;-;-;-;-;44601;-;0;0;0;-;-;-;-1,279882353;0;0;408,40383
301655;Frau;N;85;0;0;3;14;-;-;-;-;22463;-;0;0;0;-;-;-;-1,208414634;0;0;206,46393
301656;Frau;N;81;0;0;3;14;-;-;-;-;15119,891;-;0;0;0;-;-;-;-1,742058824;0;0;288,51401337
301660;Herrn;N;82;0;0;3;14;03.04.2019;03.04.2019;-;-;49910,19;-;0;0;0;-;-;-;-1,318704453;0;1;548,2034243
301663;Frau;N;97;1;0;1;14;31.05.2018;31.05.2018;-;-;46183,914;-;0;0;0;-;-;-;-1;0;1;752,68804414
301667;Herrn;N;81;0;0;1;14;-;-;-;-;130;-;0;0;0;-;-;-;0,58;1;0;0
301668;Herrn;N;-;0;0;3;14;-;-;-;-;35118,898;-;0;0;0;-;-;-;0,097457143;0;0;124,42414
301669;Herrn;N;87;0;0;2;14;-;-;-;-;5992;-;0;0;0;-;-;-;-1,060532544;0;0;165,71848
301671;Frau;N;76;0;0;1;14;01.02.2018;30.06.2018;-;-;49271,316;-;0;0;0;-;-;-;-0,46;0;1;366,67393652
301672;Frau;N;78;0;0;3;14;-;-;-;-;36240;-;0;0;0;-;-;-;-6,14512;0;0;308,62636
301673;Herrn;N;78;0;0;1;14;-;-;-;-;1408,6;-;0;0;0;0;0;08.04.2019;-1,926666667;0;0;71,476474
301675;Herrn;N;88;0;1;3;14;-;-;-;-;18176,481;-;0;0;0;-;-;-;-6,36472;0;0;173,59699057
301676;Herrn;N;83;0;0;3;14;-;-;-;-;46645,161;-;0;0;0;-;-;-;-1,406108108;0;0;417,86112201
301678;Herrn;N;84;0;0;1;14;-;-;-;-;1779;-;0;0;0;-;-;-;-16,095;0;0;86,14061
301679;Frau und Herrn;N;91;0;0;3;14;-;-;-;-;17885,536;-;0;0;0;-;-;-;-1,82;0;0;197,09426992
301680;Herrn;N;61;0;0;1;9;-;-;-;-;128;-;0;0;0;-;-;-;-0,59125;0;0;0
301681;Frau und Herrn;N;88;0;0;3;14;-;-;-;-;26737;-;0;0;0;-;-;-;-1,583271028;0;0;399,38421
301682;Frau;N;-;0;0;2;14;-;-;-;-;765;-;0;0;0;-;-;-;-5,276756757;0;0;30,06697
301683;Frau;N;82;0;0;3;14;-;-;-;-;48324,699;-;0;0;0;-;-;-;-1,826546275;0;0;730,24390449
301684;Frau;N;92;0;0;3;14;-;-;-;-;22683,229;-;0;0;0;-;-;-;-1,595174129;0;0;354,86390103
301685;Herrn;N;-;0;0;1;14;-;-;-;-;150;-;0;0;0;-;-;-;0,125882353;0;0;0
301686;Frau;N;86;0;0;6;14;-;-;-;-;32442,24;-;0;0;0;-;-;-;-1,712519084;0;0;345,8446111
301688;Frau;N;-;0;0;1;14;-;-;-;-;2699;-;0;0;0;-;-;-;-2,237848101;0;0;122,56341
301689;Herrn;N;83;0;1;3;14;-;-;-;-;23290,148;-;0;0;0;-;-;-;-1,287302326;0;0;375,67086636
301692;Herrn;N;80;0;0;1;7;-;-;-;-;680,6;-;0;0;0;-;-;-;-1,974444444;0;0;40,953454
301694;Frau;N;75;0;0;2;3;-;-;-;-;7918;-;0;0;0;-;-;-;-3,706583333;0;0;135,69274
301695;Frau;N;-;0;0;2;14;-;-;-;-;14745,4;-;0;0;0;-;-;-;-1,332040816;0;0;260,115546
301696;Herrn;N;-;0;0;1;14;-;-;-;-;1464;-;0;0;0;-;-;-;-2,305319149;0;0;73,66976
301699;Frau;N;68;0;0;2;14;-;-;-;-;7987,4;-;0;0;0;-;-;-;-1,65375;0;0;162,712406
301702;Herrn;N;79;0;1;2;14;-;-;-;-;12133,1;-;0;0;0;-;-;-;-4,026625;0;0;178,772829
301703;Herrn;N;81;0;0;3;14;-;-;-;-;19029,579;-;0;0;0;-;-;-;-1,802673267;0;0;346,01253553
301706;Herrn;N;82;0;0;3;14;-;-;-;-;30495,8;-;0;0;0;-;-;-;-0,693987539;0;0;523,198962
301707;Herrn;N;83;0;0;3;14;-;-;-;-;20103;-;0;0;0;1;1;21.11.2018;-0,545151515;0;0;332,19619
301708;Herrn;N;70;1;0;3;14;-;-;-;-;11356,37;-;0;0;0;-;-;-;-1,357591241;0;0;241,2056999
301711;Frau;N;86;0;0;2;14;-;-;-;-;7928,5;-;0;0;0;-;-;-;-0,485980392;0;0;215,137675
301713;Frau;N;90;0;0;3;14;-;-;-;-;9306;-;0;0;0;-;-;-;-0,584380165;0;0;221,63922
301715;Frau;N;79;0;0;2;9;-;-;-;-;10780,2;-;0;0;0;-;-;-;-1,611217391;0;0;172,795098
301717;Herrn;N;-;0;0;3;14;-;-;-;-;18687,73;-;0;0;0;-;-;-;-1,391553398;0;0;259,2018081
301719;Frau;N;88;0;0;1;14;28.12.2018;06.02.2019;-;-;19537,64;-;0;0;0;-;-;-;-0,912;0;1;360,8105148
301720;Frau;N;-;0;0;2;14;-;-;-;-;703,485;-;0;0;0;-;-;-;-1;0;0;33,1766077
301722;Herrn;N;83;0;0;1;14;-;-;-;-;150;-;0;0;0;-;-;-;-1,566111111;0;0;0
301723;Herrn;N;80;0;0;3;14;-;-;-;-;31816,313;-;0;0;0;-;-;-;-1,755921986;0;0;345,73187761
301724;Herrn;N;84;0;0;3;14;-;-;-;-;24497;-;0;0;0;-;-;-;-3,139764706;0;0;252,28129
301725;Herrn;N;52;0;1;1;14;-;-;-;-;28;-;0;0;0;-;-;-;-3,61;0;0;0
301726;Herrn;N;60;0;0;1;14;-;-;-;-;116;-;0;0;0;-;-;-;-1,188666667;0;0;0
301727;Herrn;N;82;0;0;3;14;-;-;-;-;24026;-;0;0;0;-;-;-;-1,802117117;0;0;387,15606
301729;Herrn;N;86;0;0;2;14;-;-;-;-;8118,422;-;0;0;0;-;-;-;-1,814180328;0;0;243,36669424
301730;Frau;N;77;0;0;3;14;-;-;-;-;18498,338;-;0;0;0;-;-;-;-0,078862559;0;0;362,98904166
301733;Herrn;N;79;0;0;2;14;-;-;-;-;10975,7;-;0;0;0;-;-;-;-1,489916667;0;0;239,938643
301735;Frau;N;70;0;0;2;14;-;-;-;-;2142,977;-;0;0;0;-;-;-;-5,960277778;0;0;101,34356684
301738;Herrn;N;67;0;0;3;14;-;-;-;-;17483,6;-;0;0;0;-;-;-;-2,105727273;0;0;337,092344
301739;Frau;N;-;0;0;2;14;-;-;-;-;2595,3;-;0;0;0;-;-;-;-0,573396226;0;0;89,910397
301740;Herrn;N;83;0;0;7;14;-;-;-;-;22629;-;0;0;0;-;-;-;-3,036239067;0;0;266,17641
301742;Frau;N;96;0;0;2;14;-;-;-;-;1890,8;-;0;0;0;-;-;-;-1,308478261;0;0;61,743312
301743;Herrn;N;70;1;0;5;14;-;-;-;-;32769,645;-;0;0;0;-;-;-;-1,223869863;0;0;361,56567405
301744;Herrn;N;85;0;0;3;14;-;-;-;-;62176,4;-;0;0;0;-;-;-;-0,889092827;0;0;558,232916
301748;Frau;N;91;0;0;3;14;-;-;-;-;34641,199;-;0;0;0;-;-;-;-1,555953307;0;0;307,11489503
301749;Herrn;N;-;0;0;2;14;-;-;-;-;11,9;-;0;0;0;-;-;-;-1,6975;0;0;27,861121
301750;Herrn;N;62;0;0;5;14;-;-;-;-;32099,565;-;0;0;0;-;-;-;-0,460971867;0;0;494,27486055
301752;Frau;N;80;0;0;2;14;-;-;-;-;1436,8;-;0;0;0;-;-;-;-1,823703704;0;0;135,968652
301753;Frau;N;-;0;0;2;14;-;-;-;-;766,8;-;0;0;0;-;-;-;-3,801428571;0;0;47,498762
301756;Herrn;N;63;1;0;2;14;-;-;-;-;3546,8;-;0;0;0;-;-;-;-2,730434783;0;0;117,721512
301759;Herrn;N;87;0;0;3;14;-;-;-;-;43500,1;-;0;0;0;-;-;-;-1,950028409;0;0;397,717279
301760;Herrn;N;80;0;0;2;14;-;-;-;-;2770;-;0;0;0;-;-;-;-0,541607143;0;0;105,779
301761;Herrn;N;85;1;0;1;14;-;-;-;-;2202;-;0;0;0;-;-;-;-4,9095;0;0;88,68518
301762;Frau;N;78;0;0;2;14;-;-;-;-;6376;-;0;0;0;-;-;-;-5,3576;0;0;155,41954
301766;Frau;N;76;0;0;2;14;-;-;-;-;12121,5;-;0;0;0;-;-;-;-1,713142857;0;0;329,699645
301768;Frau und Herrn;N;52;0;0;1;14;-;-;-;-;7345,5;-;0;0;0;-;-;-;-4,488363636;0;0;206,372345
301769;Frau;N;-;0;0;2;14;-;-;-;-;2374,618;-;0;0;0;-;-;-;-0,918358209;0;0;110,26212616
301773;Herrn;N;82;0;0;3;14;-;-;-;-;27292;-;0;0;0;-;-;-;-1,291804511;0;0;462,28476
301775;Frau;N;67;0;0;1;5;-;-;-;-;1202;-;0;0;0;-;-;-;-2,077368421;0;0;50,09518
301784;Herrn;N;-;0;0;1;14;-;-;-;-;2009,9;-;0;0;0;-;-;-;-0,743220339;0;0;90,257191
301785;Frau;N;-;0;0;1;14;-;-;-;-;1762,6;-;0;0;0;-;-;-;-0,80875;0;0;85,491334
301786;Herrn;N;89;0;0;2;14;-;-;-;-;12033,708;-;0;0;0;-;-;-;-1,967589286;0;0;188,99167956
301791;Herrn;N;-;0;0;3;14;-;-;-;-;12075,8;-;0;0;0;-;-;-;-2,037908497;0;0;253,789202
301792;Herrn;N;80;0;0;3;14;-;-;-;-;14860,511;-;0;0;0;-;-;-;-2,5632;0;0;178,83265367
301793;Herrn;N;82;0;0;3;14;-;-;-;-;26546,326;-;0;0;0;-;-;-;-2,620145985;0;0;296,73631622
301794;Herrn;N;86;0;0;3;14;-;-;-;-;29470,1;-;0;0;0;-;-;-;-1,715864662;0;0;284,137139
301795;Frau;N;86;0;0;1;14;-;-;-;-;108;-;0;0;0;-;-;-;-1,030122699;0;0;0
301796;Herrn;N;76;0;0;2;14;-;-;-;-;7427,4;-;0;0;0;-;-;-;-1,4038125;0;0;153,740066
301797;Frau und Herrn;N;78;1;0;3;14;-;-;-;-;34719;-;0;0;0;-;-;-;-0,258547855;0;0;557,77343
301798;Herrn;N;80;0;0;3;14;-;-;-;-;31040,75;-;0;0;0;-;-;-;-1,900777385;0;0;482,2328025
301799;Frau;N;70;0;0;3;14;-;-;-;-;30069;-;0;0;0;-;-;-;-2,608125;0;0;489,90623
301802;Frau;N;77;0;0;3;14;-;-;-;-;14483,7;-;0;0;0;-;-;-;-3,30885;0;0;286,212043
301803;Herrn;N;56;0;0;1;14;04.06.2018;07.06.2018;0;grün;45613,153;-;0;0;0;-;-;-;-1,059230769;0;1;738,40442741
301805;Herrn;N;73;0;0;3;14;-;-;-;-;34004,308;-;0;0;0;-;-;-;-1,995833333;0;0;305,82747076
301808;Herrn;N;77;0;0;3;14;-;-;-;-;27437;-;0;0;0;-;-;-;-1,81939759;0;0;267,40029
301809;Herrn;N;84;0;0;3;14;-;-;-;-;17856,1;-;0;0;0;1;0;24.11.2018;-1,733975904;0;0;172,605959
301811;Frau;N;89;0;0;3;14;-;-;-;-;18757,5;-;0;0;0;-;-;-;-1,562680412;0;0;219,350905
301812;Herrn;N;81;0;0;3;14;-;-;-;-;16472;-;0;0;0;-;-;-;-0,900055866;0;0;300,24034
301813;Frau;N;80;0;0;3;14;-;-;-;-;26590;-;0;0;0;-;-;-;-1,614336735;0;0;189,2072
301814;Herrn;N;86;1;0;3;14;-;-;-;-;45316,6;-;0;0;0;-;-;-;-1,30925;0;0;377,074314
301817;Herrn;N;-;0;0;1;8;-;-;-;-;104;-;0;0;0;-;-;-;-5,889285714;0;0;0
301818;Frau;N;57;1;1;3;14;-;-;-;-;23653,5;-;0;0;0;-;-;-;-1,712909605;0;0;474,799445
301819;Frau und Herrn;N;85;0;0;3;14;-;-;-;-;21881,8;-;0;0;0;-;-;-;-2,89579646;0;0;376,612822
301820;Herrn;N;72;1;0;8;14;-;-;-;-;13540;-;0;0;0;-;-;-;-0,935698925;0;0;212,50405
301821;Frau;N;-;0;0;3;14;-;-;-;-;5636;-;0;0;0;-;-;-;-1,478899083;0;0;158,2096
301822;Herrn;N;73;0;0;2;14;-;-;-;-;11066,501;-;0;0;0;-;-;-;-2,457659574;0;0;171,00606367
301823;Frau;N;70;0;0;4;14;-;-;-;-;31560,004;-;0;0;0;-;-;-;-3,177245283;0;0;488,84427028
301824;Frau;N;70;0;0;2;14;-;-;-;-;3103,1;-;0;0;0;-;-;-;-1,856629213;0;0;146,406079
301825;Frau;N;64;0;0;2;14;-;-;-;-;17693,2;-;0;0;0;-;-;-;-1,427516779;0;0;184,971788
301826;Herrn;N;54;0;0;3;14;-;-;-;-;8726,4;-;0;0;0;-;-;-;-8,2036;0;0;128,598736
301830;Frau;N;-;0;0;2;14;-;-;-;-;2723,928;-;0;0;0;-;-;-;-4,538125;0;0;31,39907
301832;Frau;N;81;0;0;1;14;01.01.2018;01.01.2018;-;-;6578,736;-;0;0;0;-;-;-;-14,76028571;0;1;168,14199
301834;Frau;N;70;0;0;2;14;19.04.2018;01.06.2019;-;-;47675,9;2,5;0;0;0;-;-;-;-2,015050505;0;1;1001,181261
301835;Frau;N;-;0;0;2;14;-;-;-;-;16054,081;-;0;0;0;0;0;09.07.2019;-2,048267717;0;0;-220,47427
301837;Herrn;N;80;0;0;2;14;-;-;-;-;11299,893;-;0;0;0;-;-;-;-1,128740157;0;0;80,77423
301839;Herrn;N;-;0;0;2;14;-;-;-;-;9175,359;-;0;0;0;-;-;-;-0,769609375;0;0;105,93561
301841;Herrn;N;81;0;0;1;2;-;-;-;-;2189;-;0;0;0;-;-;-;-1,90171875;0;0;96,90001
301844;Herrn;N;72;0;0;3;14;-;-;-;-;18089,5;-;0;0;0;-;-;-;-2,82395;0;0;208,709265
301845;Frau;N;85;0;0;2;14;31.03.2018;31.03.2018;-;-;10196,088;-;0;0;0;-;-;-;-1,685517241;0;0;-175,27009464
301847;Herrn;N;82;0;0;4;14;-;-;-;-;25093,4;-;0;0;0;-;-;-;-1,052261484;0;0;470,767556
301849;Herrn;N;-;0;0;1;14;-;-;-;-;1633,7;-;0;0;0;-;-;-;0,263673469;1;0;66,754483
301850;Herrn;N;76;0;0;1;14;-;-;-;-;1860,8;-;0;0;0;-;-;-;-1,508571429;0;0;89,379072
301852;Herrn;N;83;0;0;3;14;-;-;-;-;32325;-;0;0;0;-;-;-;-1,514590643;0;0;553,27233
301853;Herrn;N;78;0;0;3;14;-;-;-;-;25227;-;0;0;0;-;-;-;-1,214317181;0;0;398,89301
301854;Herrn;N;54;0;0;3;0;21.04.2019;21.04.2019;-;-;43794,65;-;0;0;0;-;-;-;-0,507090909;0;1;503,7612605
301857;Frau;N;-;0;1;2;14;-;-;-;-;369,6;-;0;0;0;-;-;-;-1,713;0;0;18,588184
301864;Frau;N;74;0;0;2;14;-;-;-;-;6590,4;-;0;0;0;-;-;-;-1,904659091;0;0;182,282636
301865;Herrn;N;57;0;0;1;14;-;-;0;grün;188;-;0;0;0;-;-;-;-1,415238095;0;0;0
301866;Frau;N;55;1;0;4;14;-;-;-;-;27467,8;-;0;0;0;1;1;13.04.2019;-1,438534483;0;0;248,498262
301869;Frau und Herrn;N;-;0;0;3;14;-;-;-;-;39265,8;-;0;0;0;-;-;-;-1,982926829;0;0;559,360662
301873;Herrn;N;-;0;0;1;14;-;-;-;-;194;-;0;0;0;-;-;-;-1,675;0;0;0
301875;Herrn;N;-;0;0;2;14;-;-;-;-;3210,5;-;0;0;0;-;-;-;-1,863174603;0;0;104,423535
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;2,5;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;32;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;35,5;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;97,19;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;99,96;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;100,01;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;107,3;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301876;Herrn;N;83;0;1;3;14;07.03.2019;07.03.2019;0;grün;2633,1;957,12;0;0;0;-;-;-;-3,186730769;0;1;94,662159
301877;Herrn;N;61;0;0;1;14;30.09.2018;30.09.2018;-;-;13456,6;-;0;0;0;-;-;-;-1,349166667;0;1;227,192354
301878;Frau;N;-;0;0;2;12;-;-;-;-;3231;-;0;0;0;-;-;-;-1,864393939;0;0;105,49813
301880;Frau;N;82;0;0;2;14;-;-;-;-;2520;-;0;0;0;-;-;-;-3,68025;0;0;108,31294
301882;Frau;N;82;0;0;3;14;-;-;-;-;21237,2;-;0;0;0;-;-;-;-1,984175258;0;0;209,441308
301883;Frau;N;96;0;0;3;14;-;-;-;-;30244,388;-;0;0;0;-;-;-;-2,3686;0;0;137,48884
301886;Firma;J;-;1;0;5;14;-;-;-;-;190828,893;-;0;0;0;-;-;-;1,956195029;1;0;1158,6434595
301887;Firma;J;-;1;0;1;14;-;-;-;-;8169;-;0;0;0;-;-;-;-2,519049774;0;0;318,95171
301890;Herrn;N;-;0;0;3;14;-;-;-;-;21207;-;0;0;0;-;-;-;-2,868584906;0;0;243,52125
301891;Frau;N;94;0;0;3;14;-;-;-;-;30349;-;0;0;0;-;-;-;-2,89155102;0;0;268,73727
301892;Herrn;N;66;1;0;3;14;-;-;-;-;11805,336;-;0;0;0;-;-;-;-2,304906832;0;0;176,69602872
301893;Frau;N;55;0;0;12;14;14.02.2018;16.08.2019;-;-;294015,689;-;0;0;0;1;0;10.10.2019;-1,930951297;0;1;1673,29435419
301896;Herrn;N;82;0;0;2;14;-;-;-;-;1602,6;-;0;0;0;-;-;-;-3,133023256;0;0;76,556514
301897;Herrn;N;81;0;0;3;14;-;-;-;-;35064,794;-;0;0;0;-;-;-;-1,923245902;0;0;315,10590618
301898;Frau;N;75;0;0;3;14;-;-;-;-;16314,203;-;0;0;0;0;0;09.07.2019;-1,922;0;0;159,99388651
301899;Herrn;N;80;0;0;3;14;-;-;-;-;25706,3;-;0;0;0;-;-;-;-0,445;0;1;268,497437
301901;Herrn;N;68;1;0;1;14;-;-;-;-;202;-;0;0;0;-;-;-;-0,861818182;0;0;0
301902;Herrn;N;84;0;0;1;2;30.09.2019;31.10.2019;-;-;100;-;0;0;0;-;-;-;-;0;1;6,469
301903;Herrn;N;76;0;0;3;14;-;-;-;-;35772,9;-;0;0;0;0;0;05.02.2019;-2,249270073;0;0;-395,272329
301908;Frau;N;-;0;0;6;14;-;-;-;-;25503,937;-;0;0;0;-;-;-;-0,479414414;0;0;274,37071989
301910;Herrn;N;76;0;0;1;7;-;-;-;-;965;-;0;0;0;-;-;-;-2,071935484;0;0;30,33435
301911;Herrn;N;65;0;0;2;14;-;-;-;-;10924,855;-;0;0;0;-;-;-;-2,847647059;0;0;230,07649285
301912;Frau;N;68;0;0;6;14;-;-;-;-;0;-;0;0;0;-;-;-;-0,911276596;0;0;74,52
301913;Frau;N;85;0;0;3;14;-;-;-;-;26172,1;-;0;0;0;-;-;-;-1,647881041;0;0;431,142959
301915;Frau;N;71;0;0;1;14;31.08.2018;31.08.2018;-;-;26636,92;-;0;0;0;-;-;-;-3,048135593;0;1;275,5839184
301917;Frau;N;82;1;0;3;14;-;-;-;-;37470,1;-;0;0;0;-;-;-;-1,825445205;0;0;482,638229
301919;Herrn;N;85;0;0;3;14;-;-;-;-;42694,019;-;0;0;0;-;-;-;-1,484197531;0;0;397,34189179
301920;Frau;N;76;0;0;2;14;-;-;-;-;2555,4;-;0;0;0;-;-;-;-1,552439024;0;0;71,951106
301921;Herrn;N;82;0;0;1;2;22.01.2019;22.01.2019;-;-;21190,66;-;0;0;0;-;-;-;-2,095294118;0;1;277,5164802
301926;Herrn;N;77;0;0;1;14;-;-;-;-;6836;-;0;0;0;-;-;-;-3,261832461;0;0;312,40684
301928;Frau;N;68;0;0;2;14;-;-;-;-;27183;-;0;0;0;1;0;30.11.2018;-1,586084656;0;0;195,27665
301929;Herrn;N;83;1;0;1;14;-;-;-;-;452;-;0;0;0;-;-;-;0,969285714;1;0;0
301930;Verwaltung;J;-;0;0;3;14;-;-;-;-;64064,588;-;0;0;0;-;-;-;-2,798019417;0;0;518,58542908
301931;Herrn;N;58;0;0;9;14;-;-;-;-;19243;2,5;0;0;0;-;-;-;-4,203733333;0;0;454,41259
301931;Herrn;N;58;0;0;9;14;-;-;-;-;19243;12,57;0;0;0;-;-;-;-4,203733333;0;0;454,41259
301931;Herrn;N;58;0;0;9;14;-;-;-;-;19243;23;0;0;0;-;-;-;-4,203733333;0;0;454,41259
301932;Herrn;N;-;0;0;3;14;-;-;-;-;12943,982;-;0;0;0;-;-;-;-1,587705882;0;0;75,4909
301934;Frau;N;82;0;0;3;14;-;-;-;-;15764,8;-;0;0;0;-;-;-;-1,862876712;0;0;177,911332
301938;Herrn;N;50;1;0;3;14;-;-;-;-;18600,888;-;0;0;0;0;0;17.12.2018;-2,452685185;0;0;185,27979
301939;Frau;N;72;0;0;3;14;-;-;-;-;13788,342;-;0;0;0;-;-;-;-1,630888889;0;0;87,3679
301944;Herrn;N;-;0;0;1;14;-;-;-;-;2926;-;0;0;0;-;-;-;-0,879268293;0;0;131,55034
301946;Herrn;N;74;0;0;1;12;-;-;-;-;2079;-;0;0;0;1;0;04.10.2019;-3,312533333;0;0;61,06961
301948;Frau;N;-;0;0;1;14;-;-;-;-;1069;-;0;0;0;-;-;-;-1,220625;0;0;-122,39209
301950;Frau;N;-;0;0;1;14;-;-;-;-;1015,7;-;0;0;0;-;-;-;-1,13;0;0;-119,694577
301959;Frau;N;90;0;0;3;14;-;-;0;grün;30862,4;-;0;0;0;-;-;-;-2,039314516;0;0;248,366896
301960;Frau;N;-;0;0;1;14;-;-;-;-;6619,9;-;0;0;0;-;-;-;-1,913093923;0;0;259,171941
301961;Herrn;N;82;0;1;9;14;30.08.2018;30.08.2018;0;grün;62588,793;-;0;0;0;-;-;-;-1,060786325;0;1;924,67957237
301962;Herrn;N;80;0;0;2;14;-;-;-;-;3601;-;0;0;0;-;-;-;-1,76300885;0;0;137,57871
301963;Frau;N;63;0;0;3;14;-;-;0;grün;50260,512;-;0;0;0;-;-;-;-0,66519337;0;0;314,43579232
301964;Herrn;N;78;0;1;1;11;-;-;-;-;1018;10;0;0;0;-;-;-;-1,474166667;0;0;53,46762
301965;Frau;N;75;0;1;2;14;01.05.2018;01.05.2018;-;-;11490;-;0;0;0;-;-;-;-4,761851852;0;1;170,49
301968;Frau;N;73;0;0;1;7;-;-;-;-;1200,2;-;0;0;0;-;-;-;-1,68825;0;0;60,225418
301969;Hausverwaltung;N;47;1;0;5;14;-;-;-;-;78522,033;-;0;0;0;-;-;-;-1,620831025;0;0;270,72484594
301971;Herrn;N;-;0;0;2;14;-;-;-;-;586,8;-;0;0;0;-;-;-;0,220166667;1;0;17,371632
301972;Herrn;N;86;0;0;2;14;-;-;-;-;29520,533;-;0;0;0;-;-;-;-1,063434343;0;0;0
301973;Herrn;N;-;0;0;1;14;-;-;-;-;9485;-;0;0;0;-;-;-;-1,516007905;0;0;369,73615
301975;Frau;N;87;0;0;2;13;-;-;-;-;24479,317;-;0;0;0;-;-;-;-1,389646465;0;0;168,43454349
301976;Herrn;N;74;0;0;4;14;-;-;-;-;26812,957;-;0;0;0;-;-;-;-2,224618182;0;0;437,27178199
301981;Eigentümergemeinschaft;J;-;1;0;2;14;30.11.2018;30.11.2018;-;-;4674,1;-;0;0;0;-;-;-;-0,578507463;0;1;169,527629
301984;Herrn;N;-;0;0;1;12;-;-;-;-;2067;-;0;0;0;-;-;-;-1,697142857;0;0;92,37503
301987;Frau;N;84;0;0;3;14;-;-;-;-;33593,96;-;0;0;0;-;-;-;-2,71876161;0;0;481,8726212
301988;Herrn;N;81;0;0;4;14;-;-;-;-;30061;-;0;0;0;-;-;-;-4,397912773;0;0;134,44436
301990;Eigentümergemeinschaft;J;65;0;0;5;14;-;-;-;-;64041,71;-;0;0;0;-;-;-;-2,620121766;0;0;149,233367
