ID_caperpin;Title;Client_type;Age;Flag_e-mail_deposited;Flag_mobile_deposited;Number_contractual_relationships;Customer_for_years;Minimum_contract_term;Maximum_contract_term;Credit_rating_score;Credit_rating_traffic_light;Total_consumption;Open_item_amount;Flag_advertising_permission_e-mail;Flag_advertising_permission_post;Flag_advertising_permission_telephone;OptIn_data_protection_regulations;OptIn_newsletter;Vorteilswelt_customer_since;Factor_subsequent_payment;Flag_invoice_shock;Sum_contribution_margin_2
300000;Frau;N;88;0;0;1;14;-;-;-;-;739,9;-;0;0;0;-;-;-;-1,066785714;0;45,002641
300001;Herrn;N;74;0;0;5;14;28.02.2019;28.02.2019;-;-;13371,912;-;0;0;0;-;-;-;-0,899690722;0;332,62102584
300007;Firma;J;-;0;0;1;10;-;-;-;-;4298;-;0;0;0;-;-;-;-1,78048433;0;0
300011;Herrn;N;80;0;0;7;14;-;-;-;-;46620,951;-;0;0;0;-;-;-;-0,783865031;0;406,74715791
300012;Frau;N;-;1;0;1;5;-;-;-;-;144;-;0;0;0;-;-;-;-0,622941176;0;0
300013;Herrn;N;-;0;0;3;14;-;-;-;-;90009,7;-;0;0;0;-;-;-;-3,013424069;0;804,411403
300016;Frau;N;89;0;0;2;14;-;-;-;-;1811;-;0;0;0;-;-;-;-2,268571429;0;54,81691
300018;Herrn;N;89;0;0;2;14;-;-;-;-;2757,5;-;0;0;0;-;-;-;-2,052033898;0;141,814115
300022;Herrn;N;63;1;0;2;14;-;-;-;-;403;-;0;0;0;1;0;11.12.2018;-1,646153846;0;18,41279
300023;Frau;N;85;0;0;2;14;-;-;-;-;34738;-;0;0;0;-;-;-;-2,552344498;0;233,54068
300025;Herrn;N;-;0;0;2;14;-;-;-;-;10817,7;-;0;0;0;-;-;-;-0,75954955;0;164,362683
300029;Hausverwaltung;J;-;0;0;47;15;31.03.2018;31.08.2019;-;-;917540,176;404,97;0;0;0;-;-;-;-1,339511787;0;4489,73914144
300030;Herrn;N;88;0;0;1;14;-;-;-;-;2793,7;-;0;0;0;-;-;-;-1,18;0;80,788183
300032;Frau;N;84;0;0;2;14;-;-;-;-;3117;-;0;0;0;-;-;-;-2,144237288;0;112,67157
300033;Frau;N;95;0;0;3;14;-;-;-;-;49999,765;-;0;0;0;-;-;-;-1,336933594;0;75,136231
300035;Herrn;N;91;0;0;6;14;-;-;-;-;26929,4;-;0;0;0;-;-;-;-2,266432432;0;378,846746
300039;Herrn;N;-;0;0;1;14;-;-;-;-;2677,7;-;0;0;0;-;-;-;-1,666962025;0;121,720143
300041;Frau;N;-;0;0;3;14;-;-;-;-;24951,26;-;0;0;0;-;-;-;-1,665622318;0;379,3072042
300042;Frau;N;66;0;0;2;14;30.04.2018;30.04.2018;-;-;27610,999;-;0;0;0;-;-;-;1,9158;1;414,37924308
300043;Herrn;N;-;0;0;2;14;-;-;-;-;16906,511;-;0;0;0;-;-;-;-0,502666667;0;186,95203467
300044;Frau;N;78;0;0;2;8;-;-;-;-;12934,602;-;0;0;0;-;-;-;-1,55649635;0;204,51583914
300046;Eigentümergemeinschaft;J;-;0;0;2;14;-;-;-;-;23334,794;-;0;0;0;-;-;-;-0,036575342;0;152,80739098
300050;Herrn;N;88;0;0;3;14;-;-;-;-;32183,207;-;0;0;0;-;-;-;-2,627276423;0;260,94435079
300052;Frau;N;-;0;1;2;14;31.07.2018;22.11.2018;-;-;24550,576;-;0;0;0;-;-;-;-3,417692308;0;411,35365912
300054;Firma;J;-;0;0;3;14;-;-;-;-;52859,4;-;0;0;0;-;-;-;-2,096734982;0;2028,509506
300055;Herrn;N;91;0;0;3;14;-;-;-;-;33781,83;-;0;0;0;-;-;-;-1,160923695;0;271,6093231
300057;Frau;N;67;1;0;2;14;-;-;-;-;1418;-;0;0;0;-;-;-;-1,015517241;0;61,55324
300058;Frau;N;71;0;0;1;6;-;-;-;-;5991,2;-;0;0;0;-;-;-;-2,023939394;0;261,765208
300060;Herrn;N;65;1;1;4;14;-;-;-;-;2950;-;0;0;0;-;-;-;-0,999426752;0;65,149
300063;Frau;N;79;0;0;3;14;-;-;-;-;3081,8;-;0;0;0;-;-;-;-1,00368;0;108,749622
300064;Frau;N;54;0;0;2;14;-;-;-;-;1958;-;0;0;0;-;-;-;-4,000625;0;69,3252
300065;Herrn;N;-;0;0;2;14;-;-;-;-;7267,9;-;0;0;0;-;-;-;-1,0015625;0;189,095511
300066;Herrn;N;51;0;0;1;14;-;-;-;-;2261,8;-;0;0;0;-;-;-;-1,626363636;0;90,992862
300069;Frau;N;80;0;0;3;10;-;-;-;-;8126,118;-;0;0;0;-;-;-;-1,584793388;0;57,47334
300070;Herrn;N;89;0;0;4;14;-;-;-;-;38309,652;-;0;0;0;-;-;-;-1,479617347;0;279,12852932
300071;Herrn;N;73;0;0;2;14;-;-;-;-;3335;-;0;0;0;-;-;-;-3,073368421;0;134,44175
300072;Frau;N;85;0;0;1;7;-;-;-;-;733;-;0;0;0;-;-;-;-3,246071429;0;42,89697
300073;Frau;N;81;0;0;2;14;-;-;-;-;1760;-;0;0;0;-;-;-;-0,076578947;0;66,31992
300074;Herrn;N;86;0;0;3;14;-;-;-;-;21326;-;0;0;0;-;-;-;-1,146910569;0;387,3486
300075;Herrn;N;74;0;0;2;14;-;-;-;-;3508;-;0;0;0;-;-;-;-2,195857143;0;96,12241
300077;Frau;N;69;1;1;1;14;-;-;-;-;2702;-;0;0;0;-;-;-;-1,620135135;0;78,25818
300078;Herrn;N;77;0;0;1;14;-;-;-;-;837;-;0;0;0;-;-;-;-2,461666667;0;28,35304
300080;Herrn;N;81;0;0;2;14;-;-;-;-;2578;-;0;0;0;-;-;-;-1,120566038;0;76,14718
300084;Herrn;N;76;0;0;2;14;-;-;-;-;1758,656;-;0;0;0;0;0;12.06.2019;-1,826521739;0;59,65634052
300085;Herrn;N;60;0;0;4;14;-;-;-;-;11667,08;-;0;0;0;-;-;-;-1,369431818;0;240,9499396
300086;Frau;N;83;0;0;4;14;-;-;-;-;34306;-;0;0;0;-;-;-;-1,279018182;0;263,61656
300089;Herrn;N;67;0;0;2;14;-;-;-;-;1737,4;-;0;0;0;-;-;-;-2,245272727;0;58,351546
300091;Herrn;N;77;0;0;3;14;-;-;-;-;30174,8;-;0;0;0;-;-;-;-0,005714286;0;237,340612
300094;Herrn;N;85;0;0;3;14;-;-;-;-;17663,703;-;0;0;0;-;-;-;0,009166667;0;300,05179221
300095;Frau;N;-;1;0;3;14;-;-;-;-;39519;-;0;0;0;-;-;-;-0,963255814;0;417,88535
300101;Herrn;N;56;1;1;6;14;06.01.2018;01.03.2019;-;-;9920,274;-;0;0;0;-;-;-;-1,591965812;0;400,11779106
300105;Frau;N;92;0;0;2;14;-;-;-;-;2206,005;-;0;0;0;-;-;-;-2,3515;0;89,6163596
300108;Firma;J;-;1;0;40;15;30.04.2018;20.05.2019;-;-;528550,983;-34;0;0;0;-;-;-;-1,382819747;0;4136,83746731
300110;Frau;N;77;0;0;3;14;-;-;0;grün;34105,551;-;0;0;0;-;-;-;-2,921380952;0;647,05412957
300112;Herrn;N;74;0;0;1;14;-;-;-;-;80;-;0;0;0;-;-;-;-1,996666667;0;0
300113;Herrn;N;79;0;0;3;14;-;-;-;-;28822,649;-;0;0;0;-;-;-;-1,487738516;0;460,66866443
300115;Herrn;N;86;0;0;3;14;-;-;-;-;35145,322;-;0;0;0;-;-;-;-1,508148148;0;313,38157034
300116;Frau;N;72;0;0;3;14;-;-;-;-;19872,977;-;0;0;0;-;-;-;-0,753384615;0;218,81587569
300118;Frau und Herrn;N;81;0;0;4;14;-;-;-;-;38862,627;-;0;0;0;-;-;-;-2,32265625;0;320,95352819
300120;Frau;N;66;0;0;3;14;-;-;-;-;26409,715;-;0;0;0;-;-;-;-2,35925;0;229,18090355
300126;Firma;J;-;1;1;3;14;30.08.2018;30.08.2018;-;-;2213;-;0;0;0;-;-;-;-2,255878378;0;36,44331
300129;Herrn;N;-;0;0;3;14;-;-;-;-;32462;-;0;0;0;-;-;-;0,001507937;0;295,07254
300131;Frau;N;62;0;0;5;14;-;-;-;-;9758,261;-;0;0;0;-;-;-;-3,596402439;0;221,67907487
300138;Herrn;N;-;0;0;4;8;-;-;-;-;27334,062;-;0;0;0;-;-;-;-0,615982659;0;373,81002214
300142;Herrn;N;89;0;0;3;14;-;-;-;-;17267,332;-;0;0;0;-;-;-;-0,867375;0;186,00546004
300143;Herrn;N;81;0;0;3;14;-;-;-;-;16805,728;-;0;0;0;1;0;07.08.2019;-1,201666667;0;242,77007016
300146;Herrn;N;-;0;0;3;14;-;-;-;-;1921,1;-;0;0;0;-;-;-;-10,86211538;0;73,797329
300147;Herrn;N;-;0;0;2;14;-;-;-;-;17128,9;-;0;0;0;1;0;18.11.2018;-1,281818182;0;244,818451
300148;Frau;N;89;0;0;3;14;-;-;-;-;21752,587;-;0;0;0;-;-;-;-1,829191489;0;91,576317
300151;Frau;N;-;0;0;2;13;-;-;-;-;2038,137;-;0;0;0;-;-;-;-0,706031746;0;97,98217594
300154;Herrn;N;86;0;0;3;14;-;-;-;-;16752;-;0;0;0;-;-;-;-1,655433526;0;196,05214
300155;Herrn;N;78;0;0;3;14;-;-;-;-;18505,415;-;0;0;0;-;-;-;-0,44811828;0;34,276961
300156;Frau;N;66;0;0;3;14;-;-;-;-;12239,897;-;0;0;0;-;-;-;-0,5288;0;90,186708
300159;Frau;N;98;0;0;3;14;-;-;-;-;7678,9;-;0;0;0;-;-;-;-1,117685185;0;206,586041
300161;Herrn;N;64;0;0;3;14;-;-;-;-;20172;-;0;0;0;-;-;-;-0,980964467;0;226,77612
300162;Herrn;N;-;0;0;3;14;-;-;-;-;16471;-;0;0;0;-;-;-;-0,783908629;0;255,17447
300168;Firma;J;-;0;0;2;14;-;-;-;-;3266;-;0;0;0;-;-;-;-1,9713;0;160,72094
300170;Herrn;N;71;1;0;1;1;30.09.2018;30.09.2018;-;-;3230,442;-;0;0;0;1;1;19.11.2018;-2,1775;0;178,48533478
300171;Frau;N;80;0;0;3;14;-;-;-;-;23232,093;-;0;0;0;-;-;-;-2,201111111;0;-250,86588309
300174;Frau;N;79;0;0;1;2;-;-;-;-;2347,5;-;0;0;0;-;-;-;-0,240625;0;68,477525
300180;Herrn;N;-;0;1;1;14;-;-;600;rot;156;2,5;0;0;0;-;-;-;-2,386111111;0;0
300180;Herrn;N;-;0;1;1;14;-;-;600;rot;156;18;0;0;0;-;-;-;-2,386111111;0;0
300181;Herrn;N;78;0;0;5;14;30.06.2019;30.06.2019;-;-;61684,2;-;0;0;0;-;-;-;-0,661288056;0;1060,105338
300182;Frau;N;79;0;0;3;14;-;-;-;-;18775;-;0;0;0;0;0;29.01.2019;-1,312911392;0;194,01851
300184;Herrn;N;71;1;0;3;10;-;-;-;-;17033,546;-;0;0;0;-;-;-;-1,913041237;0;195,99332282
300185;Herrn;N;88;0;0;3;14;-;-;-;-;18335,6;-;0;0;0;-;-;-;-1,82451087;0;324,208204
300186;Frau;N;71;0;0;3;14;-;-;-;-;26429,696;-;0;0;0;-;-;-;-0,833612167;0;456,17497472
300189;Frau;N;90;0;0;3;14;-;-;-;-;23475;-;0;0;0;-;-;-;-1,205613208;0;382,60781
300190;Frau;N;96;0;0;3;14;-;-;-;-;73968;-;0;0;0;-;-;-;-1,512389006;0;543,07546
300191;Frau;N;79;0;0;2;9;-;-;-;-;2238,4;-;0;0;0;-;-;-;-1,99962963;0;70,612616
300192;Herrn;N;92;0;0;1;14;-;-;-;-;140;-;0;0;0;-;-;-;-1,306470588;0;0
300194;Herrn;N;82;0;0;2;14;-;-;-;-;7005,5;-;0;0;0;-;-;-;-1,379793814;0;183,451805
300195;Herrn;N;63;0;0;3;14;-;-;-;-;59215,557;-;0;0;0;-;-;-;-1,12627193;0;480,79990037
300197;Herrn;N;85;0;0;3;14;-;-;-;-;23416;-;0;0;0;-;-;-;-0,477826087;0;365,05436
300199;Herrn;N;75;0;0;3;14;-;-;-;-;26224,11;-;0;0;0;-;-;-;-2,881125;0;242,0404067
300201;Frau;N;85;0;0;1;13;-;-;-;-;1244;-;0;0;0;-;-;-;-2,736363636;0;38,03196
300206;Frau und Herrn;N;79;0;0;8;14;12.04.2019;12.04.2019;-;-;34050,479;-;0;0;0;0;0;20.12.2018;-1,84446281;0;531,06618863
300208;Frau;N;59;0;0;2;14;-;-;-;-;3691,9;-;0;0;0;-;-;-;-3,910963855;0;143,693261
300211;Frau;N;96;0;0;5;14;22.05.2018;22.05.2018;-;-;45308,281;-;0;0;0;-;-;-;-2,325921788;0;403,06810627
300212;Frau und Herrn;N;78;0;0;5;14;-;-;-;-;70731,036;-;0;0;0;-;-;-;-2,243648069;0;555,77519356
300213;Herrn;N;69;0;0;2;14;-;-;-;-;553,6;-;0;0;0;-;-;-;-1,119807692;0;21,078404
300215;Frau;N;79;0;0;2;14;-;-;-;-;8653,9;-;0;0;0;-;-;-;-3,096416667;0;208,127061
300218;Herrn;N;68;0;0;2;14;-;-;-;-;8171,609;-;0;0;0;1;0;19.11.2018;-1,817027027;0;173,37363658
300221;Herrn;N;74;0;0;3;14;-;-;-;-;30747,473;-;0;0;0;-;-;-;-1,318298611;0;496,49452611
300223;Herrn;N;76;0;0;3;14;-;-;-;-;19480,17;-;0;0;0;-;-;-;4,55010989;1;311,5540819
300225;Herrn;N;80;0;0;2;14;-;-;0;grün;9057;2,5;0;0;0;-;-;-;-2,335102041;0;192,36187
300225;Herrn;N;80;0;0;2;14;-;-;0;grün;9057;2,95;0;0;0;-;-;-;-2,335102041;0;192,36187
300225;Herrn;N;80;0;0;2;14;-;-;0;grün;9057;73,16;0;0;0;-;-;-;-2,335102041;0;192,36187
300225;Herrn;N;80;0;0;2;14;-;-;0;grün;9057;116,07;0;0;0;-;-;-;-2,335102041;0;192,36187
300225;Herrn;N;80;0;0;2;14;-;-;0;grün;9057;144,79;0;0;0;-;-;-;-2,335102041;0;192,36187
300226;Frau;N;84;0;0;2;14;-;-;-;-;11299;-;0;0;0;-;-;-;-2,549401709;0;168,31877
300229;Frau;N;78;0;0;2;14;-;-;-;-;6727;-;0;0;0;-;-;-;-0,371875;0;177,99178
300230;Frau;N;85;0;0;2;14;-;-;-;-;12218;-;0;0;0;-;-;-;-0,769349593;0;237,58912
300233;Herrn;N;85;0;0;2;14;-;-;-;-;12690,81;-;0;0;0;-;-;-;-2,029277778;0;296,3434827
300234;Frau;N;94;0;0;3;14;-;-;-;-;12370,417;-;0;0;0;-;-;-;-1,201266667;0;241,01364339
300235;Herrn;N;84;0;0;2;14;-;-;-;-;15747;-;0;0;0;-;-;-;5,359;1;295,99609
300237;Frau und Herrn;N;78;0;0;2;14;-;-;-;-;9410,459;-;0;0;0;-;-;-;-5,863333333;0;173,79847963
300238;Herrn;N;94;0;0;3;14;-;-;-;-;31549;-;0;0;0;-;-;-;-1,406835443;0;251,40331
300242;Frau;N;85;0;0;2;14;-;-;-;-;28295;-;0;0;0;-;-;-;-1,050841584;0;239,51305
300243;Frau;N;50;1;0;8;14;26.05.2018;26.05.2018;-;-;245973,536;-;0;0;0;-;-;-;-1,033180683;0;223,53493024
300247;Herrn;N;59;0;0;3;10;-;-;-;-;27180,683;-;0;0;0;-;-;-;-1,061860465;0;278,68651651
300248;Frau;N;74;0;0;1;2;-;-;-;-;1854;-;0;0;0;-;-;-;-0,913461538;0;54,86186
300249;Herrn;N;-;0;0;1;14;-;-;-;-;1005,7;-;0;0;0;-;-;-;-1,038285714;0;55,525663
300250;Herrn;N;91;0;0;3;14;-;-;-;-;40495;-;0;0;0;-;-;-;-1,027433333;0;319,85629
300251;Frau;N;72;0;0;3;14;01.01.2018;01.01.2018;-;-;21914;-;0;0;0;-;-;-;-1;0;287,06914
300252;Frau;N;-;0;0;1;14;-;-;-;-;1146,3;-;0;0;0;-;-;-;-1,498684211;0;61,092017
300253;Herrn;N;78;1;0;3;14;-;-;-;-;23172,95;-;0;0;0;-;-;-;-0,976057692;0;239,5635415
300254;Herrn;N;71;0;0;1;14;-;-;-;-;5269;-;0;0;0;-;-;-;-1,130638298;0;225,14061
300256;Herrn;N;-;0;0;1;14;-;-;-;-;678;-;0;0;0;-;-;-;-0,406296296;0;42,55202
300257;Frau;N;86;0;0;5;14;15.07.2018;29.08.2019;-;-;89276,9;2,5;0;0;0;-;-;-;-1,098732639;0;740,313111
300261;Frau;N;70;0;0;1;14;-;-;-;-;2286;-;0;0;0;-;-;-;-2,472089552;0;106,21274
300263;Herrn;N;81;0;0;2;14;23.07.2018;01.01.2019;-;-;42143,105;-;0;0;0;-;-;-;-0,007068966;0;322,87602485
300264;Frau und Herrn;N;-;0;0;3;14;-;-;-;-;48716,6;-;0;0;0;-;-;-;-1,088166189;0;386,940654
300267;Herrn;N;83;0;0;11;14;-;-;-;-;115711,738;-;0;0;0;-;-;-;-1,234029412;0;1213,40714096
300268;Frau;N;91;0;0;3;14;-;-;-;-;24446,036;-;0;0;0;-;-;-;-14,40185714;0;230,67257892
300269;Herrn;N;-;1;0;3;14;-;-;-;-;34678,471;-;0;0;0;-;-;-;-2,404196078;0;214,10248407
300270;Frau;N;89;0;1;7;14;-;-;0;n/a;10652,979;29;0;0;0;-;-;-;4,39825;1;259,18962698
300271;Frau;N;79;0;0;3;14;31.08.2018;31.08.2018;-;-;49630,025;-;0;0;0;-;-;-;-1,076085714;0;473,96766025
300272;Herrn;N;76;1;1;3;14;-;-;-;-;52095,196;-;0;0;0;-;-;-;-1,490742857;0;555,44078836
300274;Herrn;N;73;1;0;9;14;31.01.2018;31.01.2018;0;n/a;71942,174;2,5;0;0;0;-;-;-;-1,009977679;0;945,82995942
300274;Herrn;N;73;1;0;9;14;31.01.2018;31.01.2018;0;n/a;71942,174;10;0;0;0;-;-;-;-1,009977679;0;945,82995942
300274;Herrn;N;73;1;0;9;14;31.01.2018;31.01.2018;0;n/a;71942,174;27;0;0;0;-;-;-;-1,009977679;0;945,82995942
300274;Herrn;N;73;1;0;9;14;31.01.2018;31.01.2018;0;n/a;71942,174;51;0;0;0;-;-;-;-1,009977679;0;945,82995942
300274;Herrn;N;73;1;0;9;14;31.01.2018;31.01.2018;0;n/a;71942,174;280;0;0;0;-;-;-;-1,009977679;0;945,82995942
300275;Frau;N;79;0;0;3;14;-;-;-;-;18041,936;-;0;0;0;-;-;-;-2,035255102;0;313,89839952
300276;Herrn;N;67;0;0;4;14;-;-;-;-;40878,376;-;0;0;0;-;-;-;-3,641;0;645,07245032
300277;Herrn;N;82;0;0;3;14;-;-;-;-;21458,717;-;0;0;0;-;-;-;-1,619055556;0;202,21974349
300282;Herrn;N;82;0;0;4;14;-;-;-;-;20336,73;-;0;0;0;-;-;-;-1,203744076;0;247,3895621
300288;Herrn;N;87;0;0;3;14;-;-;-;-;34387,022;-;0;0;0;-;-;-;-3,304387352;0;277,83429734
300294;Herrn;N;81;0;0;3;14;31.10.2018;31.10.2018;0;grün;10580,133;-;0;0;0;-;-;-;-1,116190476;0;150,64090281
300295;Herrn;N;90;1;0;3;14;-;-;-;-;38614,198;-;0;0;0;-;-;-;-0,941625767;0;387,02923806
300296;Herrn;N;81;0;0;1;4;-;-;-;-;204;-;0;0;0;-;-;-;-0,785454545;0;0
300297;Frau;N;72;0;0;3;14;31.07.2019;31.07.2019;-;-;6408;-;0;0;0;-;-;-;-1,219266055;0;227,95752
300298;Herrn;N;83;0;0;4;14;-;-;-;-;16702,413;-;0;0;0;-;-;-;-2,247655502;0;71,169532
300299;Herrn;N;87;1;0;2;14;-;-;-;-;3526,3;-;0;0;0;-;-;-;-0,963451777;0;68,861497
300300;Frau;N;64;1;1;2;14;27.08.2018;27.08.2018;-;-;5210,822;-;0;0;0;-;-;-;-1,845345912;0;163,82419564
300301;Frau;N;-;0;0;3;14;-;-;-;-;34719,343;-;0;0;0;-;-;-;0,295777778;1;37,50775
300303;Herrn;N;81;0;0;3;14;-;-;-;-;37602,242;-;0;0;0;-;-;-;-1,302075472;0;343,94174274
300304;Frau;N;78;0;0;1;4;-;-;-;-;775;-;0;0;0;-;-;-;-1,685555556;0;25,09225
300305;Herrn;N;82;1;0;3;14;-;-;0;grün;79947,55;-;0;0;0;-;-;-;2,678822751;1;1465,0916455
300307;Frau;N;72;0;0;4;14;-;-;-;-;38386,651;-;0;0;0;-;-;-;-1,006126126;0;391,54090347
300310;Frau;N;83;0;0;3;14;-;-;-;-;24712,767;-;0;0;0;-;-;-;-1,378776596;0;201,21611639
300311;Herrn;N;70;0;0;3;14;-;-;-;-;37984,606;-;0;0;0;-;-;-;-2,156366667;0;331,79889182
300312;Frau;N;77;0;0;3;14;-;-;-;-;15697,708;-;0;0;0;-;-;-;-1,71626943;0;74,40688
300313;Herrn;N;83;0;0;4;14;-;-;-;-;28141,283;-;0;0;0;-;-;-;-1,341043771;0;171,02983636
300315;Frau;N;80;0;0;3;14;30.04.2019;30.04.2019;-;-;27672,549;-;0;0;0;-;-;-;-1,293993174;0;116,058878
300316;Frau;N;93;0;0;3;14;-;-;-;-;78917,4;-;0;0;0;-;-;-;-2,44172888;0;575,185086
300317;Frau;N;84;0;0;3;14;-;-;-;-;26308,292;-;0;0;0;-;-;-;-1,92199262;0;57,979117
300320;Herrn;N;84;0;0;3;14;-;-;-;-;115196,547;-;0;0;0;-;-;-;-1,887467105;0;989,06173293
300323;Herrn;N;89;0;0;2;14;-;-;-;-;3513,2;-;0;0;0;-;-;-;-1,08375;0;144,266648
300324;Herrn;N;-;0;0;2;14;-;-;-;-;3668,9;-;0;0;0;-;-;-;-0,661333333;0;153,756371
300326;Frau;N;-;0;0;2;14;-;-;-;-;2365,7;-;0;0;0;-;-;-;-2,540243902;0;104,696443
300327;Herrn;N;41;0;1;1;14;08.07.2019;30.09.2019;-;-;17801;256,81;0;0;0;-;-;-;-1,57;0;196,63099
300328;Frau;N;75;0;0;3;14;-;-;-;-;46055,995;-;0;0;0;1;1;05.12.2018;-0,999767442;0;403,69462795
300333;Frau;N;83;0;0;4;14;-;-;-;-;22329,291;-;0;0;0;-;-;-;0,229878049;1;328,04521627
300335;Herrn;N;59;0;0;2;14;-;-;-;-;3891,2;-;0;0;0;-;-;-;-1,563196721;0;146,693668
300340;Frau;N;69;0;0;3;13;-;-;-;-;40153,9;-;0;0;0;-;-;-;-1,484676923;0;310,340021
300343;Frau;N;82;0;0;3;14;-;-;-;-;31514,7;-;0;0;0;-;-;-;-1,428427419;0;282,911573
300353;Herrn;N;76;0;0;1;4;-;-;-;-;1484,5;-;0;0;0;-;-;-;-1,707272727;0;44,667355
300354;Herrn;N;-;0;0;4;14;31.08.2018;31.08.2018;-;-;38937;-;0;0;0;-;-;-;-1,227329843;0;741,92635
300355;Frau und Frau;N;87;0;0;2;14;01.05.2018;22.01.2019;-;-;6439,44;-;0;0;0;-;-;-;-1,969714286;0;149,27742
300356;Herrn;N;82;0;0;4;14;-;-;-;-;49496,928;-;0;0;0;-;-;-;-1,511232092;0;379,42245448
300357;Herrn;N;67;0;0;2;14;-;-;-;-;27363,134;-;0;0;0;-;-;-;0,394285714;1;314,84337598
300359;Herrn;N;-;0;0;1;14;-;-;-;-;200;-;0;0;0;-;-;-;-2,007142857;0;0
300360;Herrn;N;61;0;1;3;14;-;-;-;-;20045,272;-;0;0;0;-;-;-;-0,985169811;0;285,61732584
300361;Frau;N;82;0;0;3;14;-;-;-;-;31320;-;0;0;0;-;-;-;-2,209;0;264,48774
300362;Frau;N;72;0;0;3;14;-;-;-;-;46805,012;-;0;0;0;-;-;-;-0,634886598;0;810,11691212
300363;Frau;N;90;0;1;3;14;-;-;-;-;9184,145;-;0;0;0;-;-;-;-0,242330097;0;203,54510115
300365;Frau;N;-;0;0;1;14;-;-;-;-;110,2;-;0;0;0;-;-;-;-1,891666667;0;19,797318
300366;Herrn;N;79;0;0;1;14;-;-;-;-;4752,9;-;0;0;0;-;-;-;-0,458214286;0;196,399001
300369;Firma;J;79;0;1;2;14;-;-;-;-;49303,982;-;0;0;0;-;-;-;-2,509487805;0;461,55281062
300370;Firma;J;-;1;1;13;11;31.08.2018;31.08.2019;-;-;373451,212;-;0;0;0;-;-;-;-0,803954248;0;3808,8496187
300372;Frau und Herrn;N;55;0;1;3;14;-;-;-;-;24263,5;-;0;0;0;-;-;-;-1,076640316;0;423,542365
300373;Herrn;N;50;0;1;1;14;01.08.2018;01.08.2018;-;-;3108;-;0;0;0;-;-;-;-6,065263158;0;108,6415
300374;Herrn;N;89;0;0;6;14;-;-;-;-;202,5;-;0;0;0;-;-;-;-3,562105263;0;61,914295
300375;Herrn;N;89;0;0;3;14;-;-;-;-;36262,259;-;0;0;0;-;-;-;-0,902068966;0;550,81674553
300377;Herrn;N;80;0;0;2;5;-;-;-;-;10169;-;0;0;0;-;-;-;-1,898529412;0;152,10403
300378;Herrn;N;66;1;0;1;14;-;-;-;-;226;-;0;0;0;-;-;-;-0,772916667;0;0
300379;Herrn;N;63;0;0;2;14;-;-;-;-;786,6;-;0;0;0;-;-;-;-1,52515625;0;25,004754
300380;Frau;N;79;1;0;3;14;-;-;-;-;40448;-;0;0;0;0;0;22.01.2019;-1,018488372;0;371,53928
300381;Herrn;N;84;0;0;2;14;-;-;-;-;2571;-;0;0;0;-;-;-;-1,789772727;0;113,85361
300385;Frau;N;86;0;0;3;14;-;-;-;-;41485,3;-;0;0;0;-;-;-;0,259598662;1;349,434967
300386;Herrn;N;77;0;0;3;14;-;-;-;-;20687,267;-;0;0;0;-;-;-;-1,069711538;0;236,04863699
300387;Herrn;N;91;0;0;3;14;09.08.2018;09.08.2018;-;-;3480,749;-;0;0;0;-;-;-;-0,825403226;0;172,98048808
300388;Herrn;N;89;0;0;3;14;-;-;-;-;14528;-;0;0;0;-;-;-;-1,349733333;0;202,27594
300389;Frau;N;85;0;0;4;14;-;-;-;-;32953,495;-;0;0;0;-;-;-;-0,634695341;0;308,46474215
300390;Herrn;N;91;0;0;3;14;-;-;-;-;1532;-;0;0;0;-;-;-;-2,524137931;0;70,72971
300393;Frau;N;76;0;0;3;14;-;-;-;-;34753,9;-;0;0;0;-;-;-;-1,31575;0;269,775481
300395;Frau;N;81;0;0;3;14;-;-;-;-;21286;-;0;0;0;-;-;-;-3,149757576;0;195,39278
300396;Herrn;N;71;0;0;3;14;-;-;-;-;16697;-;0;0;0;-;-;-;-3,849230769;0;238,74723
300398;Frau;N;76;0;0;4;14;-;-;-;-;23843,691;-;0;0;0;-;-;-;-6,167567568;0;356,52618737
300401;Herrn;N;84;0;0;3;14;-;-;-;-;18783;-;0;0;0;-;-;-;-1,4221;0;325,88243
300402;Herrn;N;73;1;0;3;14;-;-;-;-;26125,546;-;0;0;0;-;-;-;-1;0;263,81448362
300403;Herrn;N;76;0;0;3;14;-;-;-;-;16537,483;-;0;0;0;-;-;-;-0,798285714;0;285,57495681
300404;Herrn;N;80;0;0;3;14;-;-;-;-;26207,7;-;0;0;0;-;-;-;-1,506344086;0;449,888543
300405;Herrn;N;79;0;1;1;14;-;-;-;-;204;-;0;0;0;-;-;-;1,32;1;0
300406;Herrn;N;70;1;0;3;14;-;-;-;-;40164,871;-;0;0;0;1;1;21.11.2018;-2,583577465;0;339,48202887
300407;Herrn;N;81;0;0;4;14;-;-;-;-;24466,8;-;0;0;0;-;-;-;-0,808711111;0;230,519992
300408;Herrn;N;69;0;0;1;14;-;-;-;-;112;-;0;0;0;-;-;-;-0,738666667;0;0
300409;Herrn;N;75;0;0;2;14;-;-;-;-;2070,092;-;0;0;0;-;-;-;-1,071944444;0;57,07159828
300410;Frau;N;62;0;0;3;14;-;-;-;-;23098;-;0;0;0;-;-;-;-0,898915663;0;304,79924
300411;Herrn;N;78;1;0;1;14;-;-;-;-;158;-;0;0;0;-;-;-;-1,060555556;0;0
